,rewards
3416,-0.0
3417,-3.75
3418,-2.5
3419,-1.875
3420,-0.0
3421,-5.0
3422,-2.1875
3423,-3.125
3424,-0.0
3425,-4.375
3426,-3.4375
3427,-2.5
3428,-9.0625
3429,-3.75
3430,-2.5
3431,-2.8125
3432,-2.5
3433,-3.4375
3434,-2.5
3435,-0.0
3436,-3.4375
3437,-2.1875
3438,-2.1875
3439,-4.375
3440,-1.25
3441,-2.5
3442,-5.0
3443,-2.8125
3444,-0.0
3445,-1.875
3446,-0.0
3447,-3.125
3448,-1.875
3449,-2.1875
3450,-2.1875
3451,-1.5625
3452,-2.1875
3453,-4.0625
3454,-5.3125
3455,-2.8125
3456,-1.25
3457,-2.8125
3458,-3.125
3459,-5.0
3460,-4.0625
3461,-1.25
3462,-3.75
3463,-1.875
3464,-5.9375
3465,-3.75
3466,-3.125
3467,-2.8125
3468,-2.5
3469,-2.5
3470,-1.875
3471,-2.8125
3472,-2.5
3473,-3.4375
3474,-4.6875
3475,-3.125
3476,-2.1875
3477,-1.875
3478,-1.5625
3479,-3.125
3480,-1.875
3481,-3.75
3482,-2.1875
3483,-6.25
3484,-2.5
3485,-3.4375
3486,-1.875
3487,-3.4375
3488,-5.3125
3489,-3.75
3490,-4.375
3491,-3.75
3492,-0.0
3493,-3.125
3494,-1.875
3495,-3.75
3496,-3.75
3497,-3.125
3498,-2.5
3499,-0.0
3500,-1.875
3501,-3.125
3502,-0.9375
3503,-3.4375
3504,-3.4375
3505,-2.1875
3506,-2.8125
3507,-3.75
3508,-5.0
3509,-1.875
3510,-2.8125
3511,-1.5625
3512,-2.1875
3513,-4.6875
3514,-5.625
3515,-1.5625
3516,-0.0
3517,-0.9375
3518,-9.0625
3519,-8.125
3520,-0.0
3521,-1.5625
3522,-5.3125
3523,-3.125
3524,-5.625
3525,-2.1875
3526,-3.125
3527,-1.875
3528,-4.375
3529,-4.375
3530,-2.1875
3531,-2.8125
3532,-8.4375
3533,-0.0
3534,-0.0
3535,-2.5
3536,-5.9375
3537,-5.3125
3538,-2.5
3539,-2.1875
3540,-3.4375
3541,-2.1875
3542,-3.125
3543,-3.75
3544,-4.6875
3545,-2.5
3546,-3.75
3547,-2.5
3548,-3.125
3549,-3.4375
3550,-1.5625
3551,-3.4375
3552,-1.875
3553,-3.4375
3554,-3.4375
3555,-3.125
3556,-2.5
3557,-3.4375
3558,-1.875
3559,-2.8125
3560,-2.8125
3561,-3.4375
3562,-2.5
3563,-3.75
3564,-3.75
3565,-1.875
3566,-3.125
3567,-3.125
3568,-0.0
3569,-4.0625
3570,-2.8125
3571,-1.5625
3572,-2.8125
3573,-5.9375
3574,-2.1875
3575,-0.0
3576,-2.8125
3577,-0.9375
3578,-0.3125
3579,-5.0
3580,-3.75
3581,-2.1875
3582,-2.8125
3583,-2.8125
3584,-2.5
3585,-0.0
3586,-2.1875
3587,-11.5625
3588,-3.75
3589,-3.75
3590,-4.6875
3591,-0.0
3592,-2.5
3593,-1.5625
3594,-5.3125
3595,-3.75
3596,-2.1875
3597,-0.0
3598,-1.875
3599,-3.4375
3600,-6.25
3601,-3.75
3602,-3.75
3603,-1.5625
3604,-2.1875
3605,-1.5625
3606,-4.0625
3607,-2.1875
3608,-1.875
3609,-3.125
3610,-2.5
3611,-3.125
3612,-2.8125
3613,-2.8125
3614,-2.1875
3615,-2.5
3616,-2.5
3617,-2.5
3618,-3.125
3619,-4.0625
3620,-3.125
3621,-0.0
3622,-3.125
3623,-3.75
3624,-3.125
3625,-3.75
3626,-4.0625
3627,-3.125
3628,-3.125
3629,-1.875
3630,-4.0625
3631,-2.5
3632,-2.1875
3633,-3.125
3634,-1.25
3635,-3.75
3636,-2.5
3637,-3.125
3638,-3.75
3639,-2.8125
3640,-2.5
3641,-2.8125
3642,-3.125
3643,-5.3125
3644,-3.4375
3645,-4.0625
3646,-1.875
3647,-3.125
3648,-1.875
3649,-0.9375
3650,-4.0625
3651,-5.3125
3652,-4.0625
3653,-0.0
3654,-2.1875
3655,-2.1875
3656,-3.125
3657,-2.8125
3658,-5.3125
3659,-2.8125
3660,-6.25
3661,-3.75
3662,-0.0
3663,-2.5
3664,-3.4375
3665,-3.125
3666,-3.125
3667,-4.375
3668,-4.375
3669,-3.4375
3670,-3.4375
3671,-2.8125
3672,-2.5
3673,-3.75
3674,-5.3125
3675,-1.875
3676,-0.0
3677,-3.4375
3678,-3.125
3679,-0.0
3680,-2.8125
3681,-3.4375
3682,-5.625
3683,-3.4375
3684,-3.4375
3685,-2.1875
3686,-3.75
3687,-0.0
3688,-2.5
3689,-3.75
3690,-3.125
3691,-0.0
3692,-1.25
3693,-2.1875
3694,-6.875
3695,-4.0625
3696,-1.875
3697,-3.75
3698,-2.8125
3699,-3.125
3700,-4.0625
3701,-2.5
3702,-1.875
3703,-2.5
3704,-3.4375
3705,-3.4375
3706,-2.5
3707,-1.5625
3708,-3.125
3709,-0.9375
3710,-5.0
3711,-3.125
3712,-2.1875
3713,-2.1875
3714,-4.375
3715,-4.0625
3716,-3.4375
3717,-5.3125
3718,-4.6875
3719,-2.1875
3720,-3.125
3721,-2.5
3722,-2.1875
3723,-0.0
3724,-1.875
3725,-3.75
3726,-1.875
3727,-4.375
3728,-2.5
3729,-2.5
3730,-2.5
3731,-2.5
3732,-2.5
3733,-4.375
3734,-0.625
3735,-7.5
3736,-3.4375
3737,-3.125
3738,-3.125
3739,-0.9375
3740,-2.5
3741,-0.0
3742,-4.0625
3743,-2.8125
3744,-4.0625
3745,-8.125
3746,-1.875
3747,-2.1875
3748,-0.9375
3749,-0.9375
3750,-2.5
3751,-11.5625
3752,-3.75
3753,-2.5
3754,-1.5625
3755,-4.375
3756,-0.0
3757,-3.4375
3758,-5.0
3759,-1.875
3760,-2.1875
3761,-5.0
3762,-2.8125
3763,-1.875
3764,-3.125
3765,-2.5
3766,-2.1875
3767,-1.5625
3768,-3.75
3769,-3.75
3770,-3.4375
3771,-1.5625
3772,-3.4375
3773,-4.0625
3774,-4.375
3775,-0.0
3776,-1.875
3777,-4.0625
3778,-2.5
3779,-3.125
3780,-1.875
3781,-2.1875
3782,-1.875
3783,-2.5
3784,-3.75
3785,-3.125
3786,-2.5
3787,-1.25
3788,-3.4375
3789,-3.125
3790,-3.75
3791,-3.125
3792,-5.625
3793,-1.875
3794,-0.0
3795,-2.1875
3796,-5.0
3797,-4.6875
3798,-0.0
3799,-2.5
3800,-4.0625
3801,-1.5625
3802,-2.5
3803,-4.0625
3804,-1.875
3805,-2.5
3806,-3.4375
3807,-0.0
3808,-3.125
3809,-2.1875
3810,-0.0
3811,-5.3125
3812,-2.8125
3813,-9.0625
3814,-2.8125
3815,-3.125
3816,-1.25
3817,-0.0
3818,-0.0
3819,-4.0625
3820,-0.0
3821,-3.125
3822,-3.4375
3823,-2.8125
3824,-1.875
3825,-2.1875
3826,-3.125
3827,-3.125
3828,-1.5625
3829,-2.5
3830,-1.875
3831,-3.125
3832,-2.8125
3833,-4.6875
3834,-3.4375
3835,-3.125
3836,-2.1875
3837,-3.125
3838,-3.75
3839,-5.3125
3840,-2.8125
3841,-1.875
3842,-2.5
3843,-1.5625
3844,-2.1875
3845,-2.8125
3846,-3.75
3847,-3.125
3848,-2.8125
3849,-3.4375
3850,-2.5
3851,-3.125
3852,-3.75
3853,-3.125
3854,-3.75
3855,-2.5
3856,-1.875
3857,-3.125
3858,-2.8125
3859,-3.125
3860,-2.1875
3861,-3.4375
3862,-3.75
3863,-3.125
3864,-4.375
3865,-3.4375
3866,-2.8125
3867,-0.0
3868,-2.5
3869,-1.5625
3870,-3.4375
3871,-3.4375
3872,-3.125
3873,-2.5
3874,-4.0625
3875,-3.4375
3876,-2.5
3877,-3.4375
3878,-1.875
3879,-1.875
3880,-2.8125
3881,-2.5
3882,-3.4375
3883,-2.5
3884,-0.0
3885,-2.5
3886,-3.75
3887,-4.0625
3888,-3.125
3889,-2.8125
3890,-2.8125
3891,-3.4375
3892,-0.0
3893,-3.4375
3894,-2.8125
3895,-4.0625
3896,-5.3125
3897,-1.875
3898,-2.5
3899,-1.875
3900,-2.5
3901,-1.5625
3902,-0.9375
3903,-0.0
3904,-5.0
3905,-2.8125
3906,-0.0
3907,-3.4375
3908,-3.4375
3909,-2.1875
3910,-2.8125
3911,-2.8125
3912,-2.1875
3913,-0.0
3914,-3.4375
3915,-5.625
3916,-3.4375
3917,-2.5
3918,-2.8125
3919,-1.875
3920,-3.125
3921,-3.125
3922,-3.4375
3923,-3.75
3924,-2.8125
3925,-3.4375
3926,-2.5
3927,-3.125
3928,-1.875
3929,-2.5
3930,-3.125
3931,-5.3125
3932,-1.25
3933,-2.1875
3934,-3.125
3935,-1.25
3936,-3.4375
3937,-2.1875
3938,-1.875
3939,-5.0
3940,-1.875
3941,-1.25
3942,-5.0
3943,-4.375
3944,-1.25
3945,-1.875
3946,-4.0625
3947,-3.125
3948,-2.5
3949,-2.1875
3950,-0.0
3951,-3.4375
3952,-2.8125
3953,-2.8125
3954,-5.625
3955,-4.0625
3956,-3.125
3957,-3.125
3958,-2.1875
3959,-4.0625
3960,-2.8125
3961,-1.25
3962,-2.5
3963,-0.0
3964,-1.5625
3965,-2.5
3966,-4.375
3967,-0.0
3968,-2.5
3969,-3.75
3970,-4.6875
3971,-4.0625
3972,-3.4375
3973,-1.5625
3974,-0.0
3975,-0.0
3976,-1.875
3977,-0.3125
3978,-0.0
3979,-2.8125
3980,-0.0
3981,-10.0
3982,-3.125
3983,-2.5
3984,-2.1875
3985,-0.0
3986,-5.3125
3987,-0.0
3988,-2.8125
3989,-4.375
3990,-2.8125
3991,-1.5625
3992,-1.5625
3993,-1.25
3994,-2.5
3995,-4.0625
3996,-3.125
3997,-3.75
3998,-2.1875
3999,-3.125
4000,-5.3125
4001,-2.1875
4002,-2.8125
4003,-4.0625
4004,-1.5625
4005,-2.1875
4006,-5.3125
4007,-1.25
4008,-2.1875
4009,-0.0
4010,-4.6875
4011,-0.0
4012,-2.5
4013,-2.8125
4014,-2.5
4015,-2.1875
4016,-0.0
4017,-2.5
4018,-3.125
4019,-2.8125
4020,-2.5
4021,-3.125
4022,-3.125
4023,-3.4375
4024,-0.0
4025,-2.1875
4026,-1.5625
4027,-3.125
4028,-0.0
4029,-6.875
4030,-4.6875
4031,-1.875
4032,-0.625
4033,-1.5625
4034,-10.625
4035,-3.75
4036,-3.125
4037,-3.4375
4038,-2.8125
4039,-3.4375
4040,-0.9375
4041,-3.4375
4042,-3.125
4043,-0.0
4044,-2.5
4045,-0.0
4046,-2.8125
4047,-2.5
4048,-0.0
4049,-2.1875
4050,-1.25
4051,-3.75
4052,-5.3125
4053,-3.125
4054,-3.75
4055,-2.5
4056,-2.8125
4057,-3.75
4058,-1.5625
4059,-0.0
4060,-3.4375
4061,-4.6875
4062,-1.875
4063,-0.0
4064,-3.4375
4065,-4.0625
4066,-5.9375
4067,-1.875
4068,-3.4375
4069,-3.125
4070,-4.6875
4071,-2.5
4072,-2.8125
4073,-1.875
4074,-2.1875
4075,-4.375
4076,-1.875
4077,-2.1875
4078,-3.4375
4079,-3.4375
4080,-3.75
4081,-0.0
4082,-3.125
4083,-3.125
4084,-3.4375
4085,-4.375
4086,-2.1875
4087,-3.4375
4088,-2.5
4089,-2.1875
4090,-1.875
4091,-3.4375
4092,-3.4375
4093,-2.1875
4094,-2.8125
4095,-3.4375
4096,-1.875
4097,-0.0
4098,-3.75
4099,-9.375
4100,-2.5
4101,-2.5
4102,-3.75
4103,-2.8125
4104,-0.9375
4105,-3.75
4106,-0.0
4107,-9.0625
4108,-1.25
4109,-3.125
4110,-2.8125
4111,-2.5
4112,-0.0
4113,-2.8125
4114,-1.875
4115,-6.25
4116,-4.0625
4117,-3.4375
4118,-2.8125
4119,-1.25
4120,-3.125
4121,-0.0
4122,-3.125
4123,-3.75
4124,-4.0625
4125,-3.4375
4126,-0.625
4127,-2.5
4128,-2.8125
4129,-3.125
4130,-0.0
4131,-2.5
4132,-4.375
4133,-0.0
4134,-3.75
4135,-3.4375
4136,-2.1875
4137,-2.1875
4138,-0.0
4139,-2.1875
4140,-2.8125
4141,-3.125
4142,-1.5625
4143,-9.0625
4144,-3.125
4145,-2.1875
4146,-1.25
4147,-3.125
4148,-3.125
4149,-0.0
4150,-2.5
4151,-2.8125
4152,-3.4375
4153,-3.75
4154,-3.75
4155,-2.5
4156,-3.125
4157,-0.0
4158,-3.125
4159,-3.4375
4160,-1.5625
4161,-5.0
4162,-1.25
4163,-5.0
4164,-1.875
4165,-3.125
4166,-2.5
4167,-3.125
4168,-2.5
4169,-1.875
4170,-0.0
4171,-1.875
4172,-3.125
4173,-4.6875
4174,-0.0
4175,-4.0625
4176,-1.5625
4177,-3.125
4178,-3.75
4179,-3.125
4180,-0.0
4181,-3.125
4182,-3.4375
4183,-1.875
4184,-5.0
4185,-3.125
4186,-0.0
4187,-1.5625
4188,-2.8125
4189,-2.5
4190,-5.625
4191,-2.5
4192,-2.1875
4193,-2.1875
4194,-2.8125
4195,-3.125
4196,-1.875
4197,-3.125
4198,-2.8125
4199,-3.125
4200,-1.875
4201,-1.5625
4202,-1.875
4203,-2.5
4204,-0.0
4205,-1.25
4206,-3.125
4207,-2.5
4208,-4.0625
4209,-4.0625
4210,-2.8125
4211,-0.0
4212,-2.1875
4213,-2.8125
4214,-1.5625
4215,-0.3125
4216,-3.125
4217,-0.3125
4218,-2.8125
4219,-6.25
4220,-6.5625
4221,-3.125
4222,-2.8125
4223,-2.1875
4224,-2.5
4225,-3.125
4226,-3.125
4227,-1.5625
4228,-3.125
4229,-2.5
4230,-2.8125
4231,-0.0
4232,-1.875
4233,-2.1875
4234,-2.1875
4235,-3.4375
4236,-3.125
4237,-3.4375
4238,-1.875
4239,-2.1875
4240,-2.8125
4241,-0.0
4242,-4.375
4243,-2.1875
4244,-2.5
4245,-2.8125
4246,-2.8125
4247,-1.875
4248,-2.8125
4249,-0.0
4250,-1.875
4251,-0.0
4252,-3.125
4253,-4.6875
4254,-2.5
4255,-3.4375
4256,-2.5
4257,-1.5625
4258,-2.1875
4259,-1.875
4260,-2.8125
4261,-0.0
4262,-3.4375
4263,-3.75
4264,-5.3125
4265,-2.5
4266,-2.5
4267,-2.5
4268,-3.75
4269,-2.8125
4270,-3.125
4271,-3.125
4272,-2.5
4273,-1.25
4274,-3.75
4275,-0.9375
4276,-1.5625
4277,-0.0
4278,-2.5
4279,-2.5
4280,-6.5625
4281,-3.4375
4282,-1.875
4283,-3.125
4284,-1.25
4285,-1.5625
4286,-2.5
4287,-2.5
4288,-1.5625
4289,-1.5625
4290,-0.0
4291,-2.5
4292,-1.5625
4293,-1.875
4294,-1.875
4295,-2.1875
4296,-4.0625
4297,-0.0
4298,-1.5625
4299,-3.4375
4300,-3.4375
4301,-0.0
4302,-0.0
4303,-0.0
4304,-0.0
4305,-5.9375
4306,-6.25
4307,-0.0
4308,-1.5625
4309,-1.875
4310,-2.5
4311,-2.5
4312,-3.75
4313,-3.75
4314,-6.5625
4315,-3.4375
4316,-1.875
4317,-2.8125
4318,-1.5625
4319,-2.5
4320,-2.5
4321,-2.1875
4322,-1.875
4323,-1.875
4324,-3.125
4325,-1.875
4326,-0.0
4327,-3.4375
4328,-1.5625
4329,-0.0
4330,-0.0
4331,-1.875
4332,-3.4375
4333,-3.125
4334,-2.1875
4335,-2.8125
4336,-3.125
4337,-2.8125
4338,-4.0625
4339,-3.4375
4340,-2.1875
4341,-1.875
4342,-3.75
4343,-1.5625
4344,-0.0
4345,-0.0
4346,-2.5
4347,-2.8125
4348,-0.0
4349,-6.25
4350,-0.0
4351,-2.5
4352,-2.8125
4353,-2.1875
4354,-2.5
4355,-2.5
4356,-0.0
4357,-2.5
4358,-2.8125
4359,-5.0
4360,-2.5
4361,-1.5625
4362,-0.0
4363,-1.875
4364,-4.6875
4365,-1.875
4366,-3.125
4367,-1.875
4368,-1.5625
4369,-2.5
4370,-2.8125
4371,-3.125
4372,-2.1875
4373,-2.5
4374,-0.0
4375,-1.875
4376,-3.125
4377,-3.75
4378,-0.0
4379,-1.875
4380,-2.5
4381,-1.875
4382,-2.8125
4383,-3.4375
4384,-0.9375
4385,-3.4375
4386,-2.5
4387,-1.25
4388,-0.0
4389,-2.8125
4390,-0.0
4391,-2.8125
4392,-2.8125
4393,-3.4375
4394,-0.0
4395,-2.8125
4396,-3.125
4397,-1.5625
4398,-0.0
4399,-3.4375
4400,-7.5
4401,-1.875
4402,-3.4375
4403,-1.875
4404,-1.875
4405,-0.0
4406,-1.5625
4407,-2.1875
4408,-3.4375
4409,-0.0
4410,-3.125
4411,-0.0
4412,-1.875
4413,-1.875
4414,-2.1875
4415,-4.0625
4416,-3.125
4417,-1.25
4418,-2.1875
4419,-3.125
4420,-1.5625
4421,-1.5625
4422,-3.125
4423,-0.3125
4424,-2.8125
4425,-2.1875
4426,-0.0
4427,-0.0
4428,-3.125
4429,-2.5
4430,-1.875
4431,-0.0
4432,-2.5
4433,-1.875
4434,-3.4375
4435,-2.1875
4436,-2.5
4437,-2.8125
4438,-2.8125
4439,-1.5625
4440,-0.0
4441,-1.5625
4442,-0.0
4443,-0.0
4444,-5.0
4445,-1.875
4446,-3.125
4447,-2.8125
4448,-2.8125
4449,-0.0
4450,-3.4375
4451,-0.0
4452,-1.25
4453,-3.4375
4454,-9.0625
4455,-2.1875
4456,-2.8125
4457,-2.1875
4458,-2.5
4459,-0.0
4460,-2.8125
4461,-2.5
4462,-1.25
4463,-0.0
4464,-2.8125
4465,-5.0
4466,-0.9375
4467,-0.0
4468,-3.125
4469,-1.875
4470,-2.8125
4471,-3.125
4472,-2.5
4473,-3.4375
4474,-1.5625
4475,-2.5
4476,-1.875
4477,-2.5
4478,-2.5
4479,-2.8125
4480,-3.125
4481,-2.8125
4482,-0.0
4483,-0.3125
4484,-2.5
4485,-3.125
4486,-3.75
4487,-0.0
4488,-2.1875
4489,-2.1875
4490,-0.0
4491,-2.5
4492,-2.8125
4493,-2.8125
4494,-2.1875
4495,-1.875
4496,-2.5
4497,-3.75
4498,-2.1875
4499,-2.5
4500,-0.0
4501,-3.125
4502,-2.5
4503,-2.8125
4504,-0.0
4505,-0.0
4506,-1.875
4507,-3.4375
4508,-2.5
4509,-3.4375
4510,-2.5
4511,-2.1875
4512,-3.4375
4513,-3.4375
4514,-2.1875
4515,-0.0
4516,-2.8125
4517,-3.4375
4518,-4.375
4519,-0.0
4520,-1.25
4521,-0.0
4522,-4.375
4523,-3.4375
4524,-1.5625
4525,-6.5625
4526,-2.1875
4527,-1.875
4528,-1.25
4529,-2.8125
4530,-1.875
4531,-2.1875
4532,-0.625
4533,-4.0625
4534,-3.75
4535,-2.1875
4536,-2.1875
4537,-2.5
4538,-3.4375
4539,-2.8125
4540,-2.8125
4541,-1.875
4542,-2.5
4543,-2.1875
4544,-2.1875
4545,-0.0
4546,-0.0
4547,-2.5
4548,-2.8125
4549,-2.5
4550,-3.125
4551,-2.1875
4552,-1.875
4553,-0.0
4554,-2.8125
4555,-0.0
4556,-0.0
4557,-3.125
4558,-2.8125
4559,-3.125
4560,-2.5
4561,-2.5
4562,-2.8125
4563,-1.5625
4564,-3.75
4565,-3.75
4566,-0.0
4567,-2.1875
4568,-0.0
4569,-1.875
4570,-3.4375
4571,-2.1875
4572,-4.0625
4573,-3.125
4574,-3.125
4575,-0.0
4576,-2.8125
4577,-2.8125
4578,-3.125
4579,-3.4375
4580,-2.1875
4581,-2.5
4582,-2.8125
4583,-3.125
4584,-0.0
4585,-2.1875
4586,-1.875
4587,-2.1875
4588,-3.4375
4589,-3.4375
4590,-1.875
4591,-1.875
4592,-2.8125
4593,-2.8125
4594,-0.0
4595,-2.5
4596,-3.4375
4597,-4.375
4598,-2.1875
4599,-1.875
4600,-2.1875
4601,-3.75
4602,-2.1875
4603,-2.5
4604,-2.5
4605,-1.875
4606,-1.875
4607,-2.8125
4608,-2.5
4609,-2.8125
4610,-2.8125
4611,-3.125
4612,-2.1875
4613,-3.125
4614,-3.4375
4615,-1.5625
4616,-2.8125
4617,-2.5
4618,-2.5
4619,-2.1875
4620,-2.5
4621,-3.4375
4622,-2.8125
4623,-2.5
4624,-0.0
4625,-3.125
4626,-0.0
4627,-1.875
4628,-2.1875
4629,-2.1875
4630,-2.1875
4631,-1.25
4632,-2.1875
4633,-3.4375
4634,-2.8125
4635,-0.0
4636,-0.0
4637,-2.5
4638,-2.1875
4639,-2.8125
4640,-0.0
4641,-1.25
4642,-1.875
4643,-1.875
4644,-2.5
4645,-1.875
4646,-4.6875
4647,-2.5
4648,-3.4375
4649,-0.0
4650,-3.125
4651,-2.5
4652,-2.1875
4653,-4.0625
4654,-2.1875
4655,-1.875
4656,-2.1875
4657,-2.8125
4658,-2.8125
4659,-4.6875
4660,-3.75
4661,-2.5
4662,-2.5
4663,-0.0
4664,-0.0
4665,-0.0
4666,-0.0
4667,-2.5
4668,-4.0625
4669,-3.125
4670,-0.0
4671,-2.8125
4672,-1.5625
4673,-3.125
4674,-0.625
4675,-3.4375
4676,-2.8125
4677,-1.5625
4678,-3.4375
4679,-1.5625
4680,-2.8125
4681,-3.125
4682,-1.875
4683,-2.8125
4684,-0.0
4685,-1.25
4686,-4.0625
4687,-2.1875
4688,-0.0
4689,-2.5
4690,-4.6875
4691,-2.5
4692,-0.0
4693,-3.125
4694,-2.1875
4695,-2.1875
4696,-2.5
4697,-1.875
4698,-2.5
4699,-2.1875
4700,-3.125
4701,-2.5
4702,-1.5625
4703,-0.3125
4704,-2.5
4705,-1.875
4706,-4.375
4707,-2.5
4708,-2.5
4709,-3.75
4710,-1.875
4711,-0.9375
4712,-2.5
4713,-1.5625
4714,-0.0
4715,-0.0
4716,-1.5625
4717,-1.5625
4718,-3.75
4719,-4.0625
4720,-1.5625
4721,-4.0625
4722,-1.5625
4723,-1.875
4724,-0.0
4725,-1.875
4726,-3.125
4727,-3.125
4728,-3.75
4729,-3.4375
4730,-0.625
4731,-2.1875
4732,-1.25
4733,-3.125
4734,-1.5625
4735,-3.125
4736,-1.875
4737,-2.5
4738,-2.8125
4739,-1.5625
4740,-1.25
4741,-2.8125
4742,-2.5
4743,-2.1875
4744,-2.1875
4745,-0.0
4746,-2.8125
4747,-4.375
4748,-1.5625
4749,-0.0
4750,-4.375
4751,-1.5625
4752,-2.1875
4753,-3.125
4754,-1.875
4755,-1.875
4756,-2.8125
4757,-2.8125
4758,-2.5
4759,-2.5
4760,-3.75
4761,-2.8125
4762,-2.5
4763,-2.1875
4764,-1.875
4765,-4.0625
4766,-2.8125
4767,-1.875
4768,-1.875
4769,-1.25
4770,-3.4375
4771,-1.875
4772,-0.9375
4773,-1.5625
4774,-3.4375
4775,-0.0
4776,-2.5
4777,-2.8125
4778,-3.125
4779,-2.1875
4780,-1.5625
4781,-2.1875
4782,-0.0
4783,-2.5
4784,-9.0625
4785,-2.5
4786,-2.5
4787,-2.5
4788,-1.5625
4789,-2.5
4790,-2.8125
4791,-2.1875
4792,-0.0
4793,-1.875
4794,-4.0625
4795,-2.1875
4796,-3.4375
4797,-1.5625
4798,-2.8125
4799,-1.875
4800,-1.5625
4801,-3.125
4802,-1.875
4803,-3.75
4804,-3.75
4805,-2.1875
4806,-3.75
4807,-1.5625
4808,-2.1875
4809,-1.875
4810,-2.5
4811,-3.75
4812,-3.4375
4813,-3.125
4814,-3.4375
4815,-2.5
4816,-1.875
4817,-1.5625
4818,-3.125
4819,-2.1875
4820,-3.4375
4821,-1.875
4822,-2.1875
4823,-2.5
4824,-1.5625
4825,-3.4375
4826,-3.75
4827,-0.0
4828,-1.875
4829,-4.6875
4830,-2.8125
4831,-0.0
4832,-0.9375
4833,-3.125
4834,-2.5
4835,-1.5625
4836,-2.1875
4837,-1.875
4838,-1.875
4839,-1.875
4840,-4.6875
4841,-3.75
4842,-3.4375
4843,-1.875
4844,-0.0
4845,-1.875
4846,-4.6875
4847,-3.125
4848,-2.5
4849,-1.875
4850,-1.875
4851,-2.8125
4852,-3.125
4853,-3.125
4854,-0.0
4855,-2.5
4856,-3.125
4857,-2.8125
4858,-0.0
4859,-2.8125
4860,-2.5
4861,-0.0
4862,-0.0
4863,-3.4375
4864,-5.0
4865,-2.8125
4866,-0.0
4867,-1.875
4868,-5.0
4869,-2.5
4870,-0.9375
4871,-1.5625
4872,-1.25
4873,-2.1875
4874,-3.125
4875,-0.625
4876,-2.1875
4877,-3.125
4878,-0.0
4879,-0.0
4880,-2.8125
4881,-5.9375
4882,-2.5
4883,-0.0
4884,-3.75
4885,-0.0
4886,-2.5
4887,-2.8125
4888,-0.0
4889,-0.0
4890,-5.625
4891,-0.0
4892,-3.75
4893,-1.875
4894,-1.875
4895,-0.0
4896,-2.1875
4897,-1.875
4898,-3.125
4899,-2.1875
4900,-3.125
4901,-2.8125
4902,-2.5
4903,-1.875
4904,-2.5
4905,-3.4375
4906,-1.875
4907,-1.25
4908,-0.0
4909,-3.125
4910,-3.4375
4911,-6.25
4912,-0.0
4913,-0.0
4914,-2.1875
4915,-3.4375
4916,-2.1875
4917,-0.0
4918,-3.125
4919,-2.8125
4920,-5.3125
4921,-0.0
4922,-0.0
4923,-1.875
4924,-2.5
4925,-5.3125
4926,-2.8125
4927,-0.0
4928,-2.5
4929,-3.4375
4930,-0.9375
4931,-2.1875
4932,-0.0
4933,-1.5625
4934,-0.0
4935,-3.125
4936,-4.0625
4937,-1.875
4938,-5.9375
4939,-0.0
4940,-3.75
4941,-0.0
4942,-0.625
4943,-7.1875
4944,-3.75
4945,-4.6875
4946,-1.5625
4947,-1.5625
4948,-0.9375
4949,-4.375
4950,-1.875
4951,-0.0
4952,-4.0625
4953,-2.8125
4954,-4.375
4955,-0.0
4956,-2.5
4957,-1.875
4958,-4.6875
4959,-2.5
4960,-0.0
4961,-0.0
4962,-2.5
4963,-0.0
4964,-3.4375
4965,-4.375
4966,-3.4375
4967,-1.875
4968,-2.5
4969,-6.25
4970,-3.125
4971,-0.0
4972,-1.875
4973,-3.125
4974,-2.5
4975,-2.8125
4976,-0.0
4977,-3.125
4978,-2.8125
4979,-2.8125
4980,-2.8125
4981,-2.1875
4982,-2.1875
4983,-5.9375
4984,-1.875
4985,-1.25
4986,-3.125
4987,-3.125
4988,-2.5
4989,-3.125
4990,-1.5625
4991,-2.1875
4992,-2.5
4993,-1.875
4994,-1.875
4995,-2.8125
4996,-2.1875
4997,-3.125
4998,-2.5
4999,-1.875
5000,-3.125
5001,-2.5
5002,-5.0
5003,-1.875
5004,-3.125
5005,-2.5
5006,-3.4375
5007,-2.1875
5008,-2.8125
5009,-2.5
5010,-2.5
5011,-0.0
5012,-3.125
5013,-2.5
5014,-2.1875
5015,-3.75
5016,-3.125
5017,-2.5
5018,-2.5
5019,-1.5625
5020,-3.125
5021,-2.1875
5022,-3.125
5023,-2.1875
5024,-3.125
5025,-1.875
5026,-2.1875
5027,-2.5
5028,-2.1875
5029,-3.75
5030,-0.0
5031,-2.5
5032,-4.375
5033,-1.875
5034,-2.8125
5035,-3.125
5036,-1.875
5037,-2.5
5038,-2.8125
5039,-3.75
5040,-2.5
5041,-2.1875
5042,-2.5
5043,-2.5
5044,-2.1875
5045,-4.0625
5046,-0.0
5047,-3.4375
5048,-5.3125
5049,-2.5
5050,-3.125
5051,-3.125
5052,-0.0
5053,-2.1875
5054,-2.5
5055,-1.875
5056,-1.875
5057,-0.0
5058,-1.25
5059,-3.4375
5060,-3.125
5061,-4.0625
5062,-2.5
5063,-0.0
5064,-2.5
5065,-1.875
5066,-3.4375
5067,-2.8125
5068,-2.8125
5069,-1.875
5070,-2.1875
5071,-3.75
5072,-1.5625
5073,-2.5
5074,-1.5625
5075,-4.0625
5076,-2.5
5077,-0.625
5078,-1.25
