,rewards
1755,-4.6875
1756,-2.1875
1757,-0.0
1758,-3.4375
1759,-8.75
1760,-3.125
1761,-0.0
1762,-2.5
1763,-6.25
1764,-6.5625
1765,-9.0625
1766,-0.0
1767,-12.8125
1768,-3.125
1769,-6.875
1770,-3.75
1771,-3.125
1772,-3.75
1773,-2.8125
1774,-3.75
1775,-1.875
1776,-6.5625
1777,-6.25
1778,-4.375
1779,-4.0625
1780,-2.1875
1781,-0.9375
1782,-0.0
1783,-1.25
1784,-3.4375
1785,-2.8125
1786,-2.5
1787,-1.875
1788,-0.0
1789,-9.0625
1790,-7.5
1791,-9.0625
1792,-1.875
1793,-2.5
1794,-3.4375
1795,-8.125
1796,-2.8125
1797,-5.625
1798,-4.375
1799,-4.6875
1800,-3.125
1801,-4.6875
1802,-1.5625
1803,-5.0
1804,-12.1875
1805,-1.25
1806,-0.9375
1807,-7.1875
1808,-0.0
1809,-0.0
1810,-10.0
1811,-0.625
1812,-10.625
1813,-9.0625
1814,-0.0
1815,-1.5625
1816,-0.0
1817,-12.1875
1818,-6.25
1819,-0.0
1820,-12.5
1821,-3.75
1822,-3.4375
1823,-0.0
1824,-4.375
1825,-9.0625
1826,-3.75
1827,-5.0
1828,-3.125
1829,-2.8125
1830,-4.0625
1831,-6.5625
1832,-0.0
1833,-3.125
1834,-4.6875
1835,-4.0625
1836,-4.0625
1837,-0.0
1838,-0.0
1839,-0.0
1840,-9.0625
1841,-6.875
1842,-12.8125
1843,-0.0
1844,-3.75
1845,-3.125
1846,-3.75
1847,-2.5
1848,-3.75
1849,-7.1875
1850,-0.0
1851,-2.1875
1852,-0.3125
1853,-8.125
1854,-6.5625
1855,-2.1875
1856,-0.625
1857,-0.0
1858,-10.0
1859,-4.0625
1860,-3.125
1861,-4.375
1862,-4.6875
1863,-5.0
1864,-2.1875
1865,-0.0
1866,-2.5
1867,-3.4375
1868,-6.5625
1869,-8.125
1870,-0.625
1871,-9.0625
1872,-1.875
1873,-3.125
1874,-0.0
1875,-5.0
1876,-0.0
1877,-0.0
1878,-3.4375
1879,-0.0
1880,-3.4375
1881,-4.0625
1882,-6.25
1883,-0.9375
1884,-0.0
1885,-4.375
1886,-10.9375
1887,-9.0625
1888,-5.0
1889,-0.0
1890,-1.875
1891,-0.0
1892,-5.9375
1893,-9.0625
1894,-0.0
1895,-5.625
1896,-0.0
1897,-5.0
1898,-0.3125
1899,-4.6875
1900,-4.6875
1901,-8.125
1902,-2.8125
1903,-2.5
1904,-0.0
1905,-5.0
1906,-4.375
1907,-5.0
1908,-0.0
1909,-2.5
1910,-3.4375
1911,-7.812500000000001
1912,-4.6875
1913,-5.0
1914,-2.5
1915,-9.0625
1916,-3.4375
1917,-0.0
1918,-0.0
1919,-3.125
1920,-2.5
1921,-6.5625
1922,-3.75
1923,-0.0
1924,-0.0
1925,-0.0
1926,-0.9375
1927,-3.125
1928,-5.0
1929,-5.0
1930,-0.0
1931,-3.4375
1932,-9.0625
1933,-4.6875
1934,-0.0
1935,-4.6875
1936,-6.875
1937,-6.25
1938,-0.0
1939,-12.5
1940,-0.0
1941,-0.0
1942,-0.0
1943,-6.875
1944,-7.1875
1945,-2.5
1946,-3.75
1947,-2.5
1948,-12.1875
1949,-4.6875
1950,-0.0
1951,-0.0
1952,-4.0625
1953,-11.5625
1954,-9.0625
1955,-4.6875
1956,-3.4375
1957,-0.625
1958,-5.3125
1959,-3.4375
1960,-0.0
1961,-4.375
1962,-3.75
1963,-2.5
1964,-1.875
1965,-5.9375
1966,-4.375
1967,-2.8125
1968,-3.125
1969,-4.0625
1970,-4.0625
1971,-5.9375
1972,-0.0
1973,-1.875
1974,-2.5
1975,-7.812500000000001
1976,-3.125
1977,-0.0
1978,-3.4375
1979,-8.125
1980,-9.0625
1981,-0.3125
1982,-0.0
1983,-2.8125
1984,-8.125
1985,-5.625
1986,-0.0
1987,-9.375
1988,-3.125
1989,-3.125
1990,-11.25
1991,-0.0
1992,-9.0625
1993,-10.625
1994,-12.8125
1995,-0.0
1996,-2.8125
1997,-2.5
1998,-4.6875
1999,-3.125
2000,-5.0
2001,-0.0
2002,-4.0625
2003,-3.125
2004,-5.3125
2005,-7.5
2006,-0.3125
2007,-3.4375
2008,-6.875
2009,-2.8125
2010,-0.625
2011,-1.5625
2012,-9.0625
2013,-9.375
2014,-0.0
2015,-2.1875
2016,-4.6875
2017,-4.0625
2018,-3.4375
2019,-0.0
2020,-0.0
2021,-0.3125
2022,-6.5625
2023,-6.25
2024,-2.8125
2025,-1.875
2026,-2.8125
2027,-5.0
2028,-7.812500000000001
2029,-3.125
2030,-3.125
2031,-0.0
2032,-4.6875
2033,-0.9375
2034,-0.0
2035,-0.0
2036,-2.8125
2037,-4.375
2038,-0.0
2039,-3.4375
2040,-5.625
2041,-5.625
2042,-1.25
2043,-3.75
2044,-7.1875
2045,-0.0
2046,-5.3125
2047,-1.5625
2048,-2.8125
2049,-2.1875
2050,-9.0625
2051,-7.1875
2052,-4.375
2053,-0.0
2054,-3.125
2055,-0.0
2056,-9.375
2057,-2.5
2058,-6.875
2059,-7.5
2060,-0.0
2061,-2.8125
2062,-2.5
2063,-10.0
2064,-4.0625
2065,-6.875
2066,-0.0
2067,-0.0
2068,-0.3125
2069,-7.812500000000001
2070,-1.875
2071,-4.375
2072,-10.0
2073,-0.0
2074,-5.0
2075,-2.5
2076,-3.75
2077,-3.75
2078,-5.3125
2079,-8.125
2080,-3.4375
2081,-5.3125
2082,-1.875
2083,-4.375
2084,-0.0
2085,-2.5
2086,-0.0
2087,-8.4375
2088,-3.4375
2089,-0.0
2090,-8.125
2091,-2.5
2092,-2.8125
2093,-0.0
2094,-2.5
2095,-2.5
2096,-0.3125
2097,-4.0625
2098,-5.9375
2099,-0.0
2100,-0.0
2101,-0.3125
2102,-11.875
2103,-4.6875
2104,-1.875
2105,-4.0625
2106,-4.0625
2107,-6.25
2108,-4.6875
2109,-3.75
2110,-4.6875
2111,-0.0
2112,-0.0
2113,-4.375
2114,-5.9375
2115,-1.5625
2116,-1.875
2117,-5.9375
2118,-3.125
2119,-2.8125
2120,-0.0
2121,-1.25
2122,-3.125
2123,-7.812500000000001
2124,-1.5625
2125,-0.0
2126,-0.9375
2127,-6.875
2128,-10.9375
2129,-9.375
2130,-6.5625
2131,-0.0
2132,-0.0
2133,-3.4375
2134,-12.5
2135,-4.0625
2136,-4.375
2137,-3.125
2138,-0.0
2139,-1.5625
2140,-8.125
2141,-4.6875
2142,-2.5
2143,-4.6875
2144,-1.875
2145,-2.5
2146,-1.25
2147,-4.6875
2148,-6.25
2149,-4.0625
2150,-0.0
2151,-2.5
2152,-6.875
2153,-2.1875
2154,-6.25
2155,-3.125
2156,-11.25
2157,-0.0
2158,-9.0625
2159,-2.8125
2160,-0.0
2161,-3.125
2162,-0.0
2163,-0.0
2164,-0.0
2165,-11.875
2166,-0.0
2167,-4.375
2168,-3.75
2169,-6.25
2170,-5.0
2171,-4.375
2172,-0.0
2173,-0.0
2174,-3.125
2175,-8.125
2176,-0.0
2177,-0.0
2178,-0.0
2179,-7.812500000000001
2180,-11.5625
2181,-4.375
2182,-0.0
2183,-2.5
2184,-2.5
2185,-3.4375
2186,-5.0
2187,-6.5625
2188,-2.8125
2189,-0.9375
2190,-3.75
2191,-0.0
2192,-2.8125
2193,-2.1875
2194,-11.5625
2195,-0.0
2196,-3.125
2197,-5.625
2198,-3.125
2199,-0.625
2200,-4.375
2201,-9.6875
2202,-0.0
2203,-1.875
2204,-1.25
2205,-5.3125
2206,-8.75
2207,-4.6875
2208,-0.0
2209,-5.0
2210,-3.4375
2211,-6.25
2212,-3.125
2213,-8.125
2214,-1.875
2215,-5.0
2216,-1.5625
2217,-3.125
2218,-2.8125
2219,-0.0
2220,-1.5625
2221,-2.5
2222,-0.9375
2223,-2.5
2224,-0.0
2225,-0.0
2226,-5.0
2227,-4.375
2228,-5.0
2229,-3.125
2230,-2.8125
2231,-4.6875
2232,-5.9375
2233,-4.6875
2234,-3.4375
2235,-2.5
2236,-2.5
2237,-3.4375
2238,-1.875
2239,-1.25
2240,-8.125
2241,-5.0
2242,-3.4375
2243,-2.8125
2244,-5.3125
2245,-2.1875
2246,-2.1875
2247,-6.25
2248,-2.5
2249,-10.0
2250,-2.8125
2251,-5.9375
2252,-0.0
2253,-8.75
2254,-2.8125
2255,-2.1875
2256,-0.0
2257,-1.875
2258,-5.3125
2259,-5.3125
2260,-5.0
2261,-5.0
2262,-8.125
2263,-0.0
2264,-0.0
2265,-3.4375
2266,-1.875
2267,-6.5625
2268,-5.0
2269,-5.3125
2270,-6.25
2271,-2.8125
2272,-3.75
2273,-0.625
2274,-0.0
2275,-0.0
2276,-6.875
2277,-3.125
2278,-0.0
2279,-5.0
2280,-4.0625
2281,-0.0
2282,-0.0
2283,-5.625
2284,-11.5625
2285,-4.6875
2286,-4.375
2287,-0.0
2288,-7.1875
2289,-2.1875
2290,-0.0
2291,-4.6875
2292,-9.6875
2293,-7.5
2294,-3.4375
2295,-0.0
2296,-2.8125
2297,-2.5
2298,-0.0
2299,-1.875
2300,-7.812500000000001
2301,-9.0625
2302,-7.1875
2303,-3.4375
2304,-3.125
2305,-0.0
2306,-2.5
2307,-6.25
2308,-0.0
2309,-0.0
2310,-0.3125
2311,-9.0625
2312,-4.6875
2313,-0.0
2314,-0.0
2315,-3.4375
2316,-3.4375
2317,-8.125
2318,-11.5625
2319,-4.375
2320,-4.375
2321,-6.5625
2322,-0.0
2323,-2.5
2324,-2.8125
2325,-2.1875
2326,-1.25
2327,-4.0625
2328,-6.875
2329,-3.125
2330,-10.3125
2331,-7.5
2332,-3.125
2333,-0.0
2334,-5.3125
2335,-6.25
2336,-0.0
2337,-0.0
2338,-0.0
2339,-3.125
2340,-4.375
2341,-7.5
2342,-1.875
2343,-0.0
2344,-0.0
2345,-4.6875
2346,-0.0
2347,-4.0625
2348,-2.1875
2349,-6.25
2350,-2.5
2351,-0.0
2352,-7.1875
2353,-2.8125
2354,-3.125
2355,-0.0
2356,-3.75
2357,-3.125
2358,-3.125
2359,-11.875
2360,-5.9375
2361,-3.125
2362,-3.125
2363,-2.5
2364,-2.8125
2365,-5.0
2366,-0.0
2367,-2.1875
2368,-7.1875
2369,-1.875
2370,-4.375
2371,-0.9375
2372,-3.125
2373,-5.9375
2374,-0.0
2375,-5.9375
2376,-3.75
2377,-4.0625
2378,-0.0
2379,-1.25
2380,-3.75
2381,-3.125
2382,-5.0
2383,-3.4375
2384,-0.625
2385,-7.1875
2386,-2.5
2387,-0.625
2388,-6.25
2389,-4.375
2390,-0.0
2391,-0.9375
2392,-4.6875
2393,-3.75
2394,-3.125
2395,-3.125
2396,-3.125
2397,-0.0
2398,-2.1875
2399,-2.8125
2400,-6.25
2401,-1.875
2402,-1.875
2403,-8.4375
2404,-12.8125
2405,-0.0
2406,-2.8125
2407,-3.75
2408,-0.0
2409,-1.5625
2410,-2.5
2411,-4.6875
2412,-7.1875
2413,-3.75
2414,-2.8125
2415,-0.0
2416,-1.875
2417,-6.25
2418,-11.875
2419,-0.0
2420,-0.0
2421,-0.0
2422,-0.9375
2423,-5.3125
2424,-3.75
2425,-2.8125
2426,-5.0
2427,-0.0
2428,-4.6875
2429,-0.0
2430,-4.0625
2431,-0.0
2432,-0.3125
2433,-0.0
2434,-7.1875
2435,-3.125
2436,-0.0
2437,-0.0
2438,-9.0625
2439,-7.812500000000001
2440,-4.6875
2441,-0.0
2442,-3.125
2443,-6.875
2444,-2.5
2445,-0.0
2446,-3.4375
2447,-3.125
2448,-0.0
2449,-3.75
2450,-8.125
2451,-1.875
2452,-0.0
2453,-0.625
2454,-3.75
2455,-3.4375
2456,-7.1875
2457,-9.375
2458,-5.0
2459,-0.0
2460,-2.1875
2461,-0.0
2462,-3.125
2463,-2.1875
2464,-5.3125
2465,-1.5625
2466,-0.0
2467,-4.375
2468,-4.375
2469,-0.0
2470,-3.4375
2471,-10.0
2472,-7.1875
2473,-1.5625
2474,-3.125
2475,-2.8125
2476,-3.4375
2477,-4.6875
2478,-0.0
2479,-5.625
2480,-2.1875
2481,-5.9375
2482,-3.4375
2483,-0.0
2484,-0.3125
2485,-3.75
2486,-3.75
2487,-2.1875
2488,-4.0625
2489,-0.0
2490,-0.0
2491,-6.25
2492,-0.0
2493,-0.0
2494,-7.812500000000001
2495,-1.875
2496,-4.6875
2497,-2.1875
2498,-2.1875
2499,-6.25
2500,-2.1875
2501,-7.1875
2502,-0.0
2503,-0.625
2504,-4.6875
2505,-2.5
2506,-2.1875
2507,-2.5
2508,-4.0625
2509,-4.375
2510,-7.1875
2511,-0.0
2512,-1.875
2513,-5.9375
2514,-1.875
2515,-4.375
2516,-0.0
2517,-5.0
2518,-3.4375
2519,-0.0
2520,-0.0
2521,-0.0
2522,-2.1875
2523,-3.125
2524,-0.0
2525,-0.0
2526,-3.75
2527,-2.5
2528,-3.4375
2529,-0.0
2530,-2.8125
2531,-0.0
2532,-6.25
2533,-3.125
2534,-3.125
2535,-6.875
2536,-3.125
2537,-0.0
2538,-6.25
2539,-2.8125
2540,-3.75
2541,-2.5
2542,-1.875
2543,-6.875
2544,-5.3125
2545,-4.6875
2546,-3.125
2547,-0.0
2548,-2.5
2549,-3.4375
2550,-1.875
2551,-9.375
2552,-0.0
2553,-3.75
2554,-2.1875
2555,-3.4375
2556,-3.125
2557,-0.0
2558,-2.5
2559,-0.3125
2560,-4.375
2561,-5.0
2562,-8.125
2563,-0.0
2564,-3.4375
2565,-6.875
2566,-3.125
2567,-0.0
2568,-2.8125
2569,-0.0
2570,-10.0
2571,-1.875
2572,-2.8125
2573,-2.1875
2574,-3.125
2575,-0.0
2576,-8.125
2577,-2.5
2578,-6.25
2579,-6.5625
2580,-0.0
2581,-4.6875
2582,-0.625
2583,-3.125
2584,-0.0
2585,-1.5625
2586,-3.4375
2587,-4.6875
2588,-2.5
2589,-0.625
2590,-5.3125
2591,-9.6875
2592,-0.0
2593,-7.812500000000001
2594,-4.6875
2595,-0.0
2596,-10.625
2597,-4.375
2598,-1.875
2599,-2.5
2600,-0.0
2601,-2.5
2602,-3.125
2603,-11.5625
2604,-7.1875
2605,-2.5
2606,-2.5
2607,-3.4375
2608,-2.8125
2609,-0.0
2610,-2.8125
2611,-7.812500000000001
2612,-3.125
2613,-0.0
2614,-6.25
2615,-0.0
2616,-7.1875
2617,-3.75
2618,-4.0625
2619,-2.1875
2620,-5.0
2621,-6.5625
2622,-1.5625
2623,-3.125
2624,-1.875
2625,-5.0
2626,-5.0
2627,-0.0
2628,-5.9375
2629,-11.875
2630,-0.9375
2631,-0.0
2632,-10.9375
2633,-12.8125
2634,-1.5625
2635,-1.875
2636,-1.875
2637,-4.375
2638,-0.0
2639,-1.25
2640,-2.8125
2641,-2.5
2642,-2.5
2643,-0.3125
2644,-4.375
2645,-2.5
2646,-0.0
2647,-7.812500000000001
2648,-0.9375
2649,-3.4375
2650,-0.9375
2651,-1.25
2652,-2.8125
2653,-4.375
2654,-0.3125
2655,-0.0
2656,-1.875
2657,-2.5
2658,-0.0
2659,-5.3125
2660,-4.375
2661,-1.25
2662,-6.25
2663,-2.5
2664,-0.0
2665,-2.5
2666,-0.0
2667,-7.1875
2668,-8.75
2669,-0.0
2670,-0.0
2671,-4.0625
2672,-1.5625
2673,-0.0
2674,-4.0625
2675,-1.875
2676,-5.3125
2677,-5.0
2678,-1.5625
2679,-5.625
2680,-3.4375
2681,-2.8125
2682,-1.875
2683,-2.8125
2684,-6.875
2685,-3.4375
2686,-3.125
2687,-2.8125
2688,-0.625
2689,-3.125
2690,-6.25
2691,-3.125
2692,-2.1875
2693,-4.6875
2694,-1.25
2695,-3.75
2696,-6.25
2697,-2.8125
2698,-0.0
2699,-0.0
2700,-3.125
2701,-5.625
2702,-2.1875
2703,-2.1875
2704,-0.0
2705,-4.0625
2706,-0.0
2707,-1.25
2708,-4.375
2709,-3.75
2710,-4.0625
2711,-4.0625
2712,-3.4375
2713,-2.5
2714,-3.4375
2715,-3.4375
2716,-2.5
2717,-0.3125
2718,-3.75
2719,-3.75
2720,-0.0
2721,-2.8125
2722,-2.1875
2723,-5.625
2724,-4.375
2725,-5.9375
2726,-0.0
2727,-3.75
2728,-3.125
2729,-7.1875
2730,-3.125
2731,-3.125
2732,-2.8125
2733,-2.1875
2734,-5.0
2735,-5.3125
2736,-1.875
2737,-3.4375
2738,-2.1875
2739,-1.5625
2740,-0.0
2741,-4.6875
2742,-2.8125
2743,-0.625
2744,-0.0
2745,-3.4375
2746,-7.1875
2747,-2.8125
2748,-2.1875
2749,-2.5
2750,-6.25
2751,-1.875
2752,-1.5625
2753,-2.5
2754,-5.3125
2755,-0.0
2756,-2.8125
2757,-5.0
2758,-0.0
2759,-4.0625
2760,-5.0
2761,-1.25
2762,-3.125
2763,-4.6875
2764,-2.8125
2765,-3.75
2766,-3.125
2767,-0.9375
2768,-1.5625
2769,-0.0
2770,-2.8125
2771,-4.0625
2772,-1.5625
2773,-2.5
2774,-5.0
2775,-4.0625
2776,-2.5
2777,-3.75
2778,-0.0
2779,-2.5
2780,-0.0
2781,-3.125
2782,-5.9375
2783,-1.875
2784,-5.9375
2785,-6.25
2786,-3.125
2787,-0.0
2788,-4.0625
2789,-1.25
2790,-2.1875
2791,-5.625
2792,-3.75
2793,-0.0
2794,-3.125
2795,-10.0
2796,-2.8125
2797,-2.5
2798,-2.8125
2799,-3.125
2800,-4.375
2801,-3.125
2802,-2.1875
2803,-2.1875
2804,-3.125
2805,-2.8125
2806,-4.0625
2807,-2.1875
2808,-7.5
2809,-3.125
2810,-4.375
2811,-0.0
2812,-2.8125
2813,-8.125
2814,-3.4375
2815,-0.9375
2816,-5.3125
2817,-2.1875
2818,-7.812500000000001
2819,-0.0
2820,-3.4375
2821,-3.75
2822,-1.875
2823,-6.875
2824,-4.6875
2825,-4.0625
2826,-2.8125
2827,-0.0
2828,-4.6875
2829,-1.875
2830,-2.1875
2831,-2.1875
2832,-2.8125
2833,-4.375
2834,-0.0
2835,-3.75
2836,-1.875
2837,-4.0625
2838,-1.5625
2839,-4.0625
2840,-3.75
2841,-3.75
2842,-0.0
2843,-4.6875
2844,-3.75
2845,-3.4375
2846,-2.8125
2847,-2.5
2848,-3.125
2849,-2.8125
2850,-4.6875
2851,-1.5625
2852,-2.5
2853,-1.25
2854,-0.0
2855,-4.6875
2856,-0.0
2857,-3.4375
2858,-0.625
2859,-3.75
2860,-9.0625
2861,-0.625
2862,-2.5
2863,-2.1875
2864,-0.9375
2865,-3.4375
2866,-7.812500000000001
2867,-2.8125
2868,-6.875
2869,-3.4375
2870,-2.8125
2871,-0.0
2872,-4.0625
2873,-1.5625
2874,-2.8125
2875,-3.75
2876,-3.125
2877,-2.5
2878,-1.5625
2879,-0.3125
2880,-3.75
2881,-3.75
2882,-0.625
2883,-3.4375
2884,-0.0
2885,-4.375
2886,-3.75
2887,-2.5
2888,-2.8125
2889,-2.5
2890,-3.125
2891,-0.0
2892,-5.0
2893,-3.75
2894,-4.0625
2895,-4.6875
2896,-7.1875
2897,-3.125
2898,-5.0
2899,-3.4375
2900,-5.625
2901,-2.8125
2902,-2.5
2903,-0.9375
2904,-3.125
2905,-1.25
2906,-5.3125
2907,-2.5
2908,-2.8125
2909,-5.3125
2910,-1.875
2911,-0.9375
2912,-3.4375
2913,-4.6875
2914,-3.125
2915,-2.8125
2916,-1.875
2917,-5.0
2918,-2.8125
2919,-2.1875
2920,-3.4375
2921,-1.875
2922,-5.0
2923,-5.3125
2924,-1.875
2925,-0.0
2926,-3.75
2927,-3.4375
2928,-2.5
2929,-11.25
2930,-1.875
2931,-4.6875
2932,-0.9375
2933,-4.0625
2934,-3.125
2935,-0.9375
2936,-2.1875
2937,-6.5625
2938,-3.4375
2939,-5.625
2940,-2.8125
2941,-3.125
2942,-6.25
2943,-2.8125
2944,-4.375
2945,-1.25
2946,-1.25
2947,-3.4375
2948,-5.3125
2949,-5.0
2950,-2.5
2951,-4.0625
2952,-3.4375
2953,-0.0
2954,-3.4375
2955,-2.5
2956,-2.5
2957,-1.25
2958,-0.0
2959,-2.8125
2960,-1.25
2961,-1.5625
2962,-6.25
2963,-3.125
2964,-2.1875
2965,-5.0
2966,-5.3125
2967,-5.0
2968,-2.1875
2969,-2.5
2970,-3.125
2971,-3.125
2972,-4.6875
2973,-9.0625
2974,-3.4375
2975,-1.875
2976,-4.6875
2977,-2.1875
2978,-3.125
2979,-3.125
2980,-3.4375
2981,-2.5
2982,-2.8125
2983,-11.875
2984,-6.5625
2985,-3.125
2986,-1.5625
2987,-3.125
2988,-3.4375
2989,-3.75
2990,-2.5
2991,-4.375
2992,-4.0625
2993,-4.375
2994,-1.875
2995,-0.0
2996,-2.1875
2997,-12.1875
2998,-0.9375
2999,-0.0
3000,-3.75
3001,-5.0
3002,-2.8125
3003,-3.4375
3004,-2.5
3005,-2.5
3006,-1.875
3007,-0.9375
3008,-2.5
3009,-1.25
3010,-4.375
3011,-3.125
3012,-1.25
3013,-1.875
3014,-3.75
3015,-1.25
3016,-5.0
3017,-5.0
3018,-2.5
3019,-3.4375
3020,-1.5625
3021,-3.75
3022,-2.5
3023,-5.3125
3024,-3.125
3025,-3.125
3026,-3.125
3027,-1.25
3028,-4.0625
3029,-2.8125
3030,-3.75
3031,-5.0
3032,-5.0
3033,-0.0
3034,-2.5
3035,-3.75
3036,-2.8125
3037,-0.0
3038,-3.75
3039,-2.8125
3040,-5.3125
3041,-3.75
3042,-2.5
3043,-2.8125
3044,-3.4375
3045,-5.0
3046,-1.875
3047,-3.4375
3048,-2.5
3049,-3.125
3050,-2.5
3051,-3.4375
3052,-0.0
3053,-11.25
3054,-1.5625
3055,-2.8125
3056,-3.125
3057,-3.125
3058,-3.4375
3059,-3.4375
3060,-5.625
3061,-2.8125
3062,-5.9375
3063,-0.0
3064,-2.1875
3065,-4.0625
3066,-4.6875
3067,-2.1875
3068,-1.5625
3069,-3.125
3070,-3.125
3071,-1.5625
3072,-5.0
3073,-2.5
3074,-5.3125
3075,-4.6875
3076,-0.0
3077,-3.4375
3078,-2.5
3079,-2.1875
3080,-4.6875
3081,-1.875
3082,-1.875
3083,-8.125
3084,-3.125
3085,-2.5
3086,-3.75
3087,-5.0
3088,-2.5
3089,-0.0
3090,-1.875
3091,-4.6875
3092,-2.5
3093,-5.0
3094,-8.75
3095,-2.1875
3096,-0.0
3097,-3.125
3098,-3.125
3099,-2.1875
3100,-4.375
3101,-2.5
3102,-7.812500000000001
3103,-3.75
3104,-1.5625
3105,-0.9375
3106,-3.4375
3107,-4.6875
3108,-5.3125
3109,-2.1875
3110,-0.625
3111,-0.0
3112,-3.4375
3113,-3.4375
3114,-4.0625
3115,-10.625
3116,-4.0625
3117,-1.875
3118,-1.5625
3119,-3.75
3120,-2.5
3121,-7.5
3122,-6.5625
3123,-2.1875
3124,-1.875
3125,-0.0
3126,-3.125
3127,-5.0
3128,-2.8125
3129,-2.5
3130,-3.4375
3131,-1.875
3132,-1.875
3133,-1.875
3134,-3.4375
3135,-2.1875
3136,-4.375
3137,-1.875
3138,-3.125
3139,-3.4375
3140,-3.75
3141,-4.6875
3142,-5.0
3143,-1.875
3144,-3.4375
3145,-3.4375
3146,-0.9375
3147,-1.875
3148,-1.875
3149,-4.6875
3150,-0.625
3151,-3.125
3152,-3.4375
3153,-1.875
3154,-5.0
3155,-4.0625
3156,-1.5625
3157,-2.1875
3158,-2.1875
3159,-4.0625
3160,-2.5
3161,-3.125
3162,-2.5
3163,-4.375
3164,-5.3125
3165,-0.9375
3166,-3.125
3167,-2.1875
3168,-3.125
3169,-5.3125
3170,-2.8125
3171,-2.5
3172,-4.6875
3173,-2.1875
3174,-2.5
3175,-4.375
3176,-4.6875
3177,-0.625
3178,-2.1875
3179,-1.875
3180,-2.8125
3181,-0.0
3182,-0.0
3183,-1.25
3184,-2.8125
3185,-5.3125
3186,-6.25
3187,-2.8125
3188,-0.625
3189,-3.125
3190,-3.125
3191,-4.375
3192,-1.875
3193,-1.5625
3194,-4.375
3195,-0.0
3196,-3.125
3197,-3.4375
3198,-2.8125
3199,-3.4375
3200,-3.125
3201,-0.0
3202,-6.875
3203,-1.875
3204,-0.0
3205,-2.8125
3206,-7.1875
3207,-0.9375
3208,-5.3125
3209,-4.375
3210,-3.75
3211,-2.5
3212,-6.25
3213,-4.0625
3214,-2.5
3215,-1.25
3216,-2.8125
3217,-7.5
3218,-1.5625
3219,-2.1875
3220,-2.5
3221,-2.5
3222,-2.8125
3223,-0.625
3224,-3.125
3225,-5.3125
3226,-4.375
3227,-4.0625
3228,-2.5
3229,-2.8125
3230,-6.25
3231,-3.75
3232,-2.5
3233,-0.0
3234,-1.25
3235,-2.8125
3236,-3.125
3237,-1.5625
3238,-5.0
3239,-0.0
3240,-5.0
3241,-2.5
3242,-2.8125
3243,-3.75
3244,-2.5
3245,-0.0
3246,-7.1875
3247,-4.0625
3248,-0.0
3249,-3.75
3250,-2.1875
3251,-4.375
3252,-2.8125
3253,-3.4375
3254,-1.5625
3255,-6.875
3256,-0.3125
3257,-4.375
3258,-3.125
3259,-0.625
3260,-3.125
3261,-4.0625
3262,-0.625
3263,-4.375
3264,-0.0
3265,-2.1875
3266,-5.9375
3267,-5.3125
3268,-4.375
3269,-5.0
3270,-3.4375
3271,-3.4375
3272,-0.0
3273,-2.8125
3274,-0.0
3275,-1.875
3276,-2.8125
3277,-3.125
3278,-2.8125
3279,-1.875
3280,-3.4375
3281,-1.875
3282,-1.875
3283,-0.9375
3284,-2.1875
3285,-2.8125
3286,-1.5625
3287,-3.75
3288,-0.9375
3289,-3.4375
3290,-6.25
3291,-1.875
3292,-3.125
3293,-0.0
3294,-5.625
3295,-1.5625
3296,-9.375
3297,-3.75
3298,-5.0
3299,-1.25
3300,-2.8125
3301,-3.125
3302,-3.4375
3303,-4.0625
3304,-3.4375
3305,-2.8125
3306,-1.875
3307,-1.875
3308,-4.375
3309,-3.125
3310,-3.125
3311,-2.8125
3312,-3.125
3313,-0.0
3314,-0.0
3315,-8.75
3316,-9.0625
3317,-6.25
3318,-1.5625
3319,-1.875
3320,-1.5625
3321,-4.6875
3322,-2.1875
3323,-1.5625
3324,-2.1875
3325,-2.1875
3326,-2.5
3327,-2.5
3328,-1.5625
3329,-1.875
3330,-3.4375
3331,-2.5
3332,-1.875
3333,-0.0
3334,-4.6875
3335,-5.0
3336,-4.0625
3337,-0.0
3338,-2.8125
3339,-0.0
3340,-0.0
3341,-0.0
3342,-5.625
3343,-3.4375
3344,-2.8125
3345,-0.0
3346,-1.875
3347,-8.75
3348,-3.4375
3349,-0.0
3350,-3.75
3351,-4.375
3352,-6.5625
3353,-2.1875
3354,-2.1875
3355,-0.9375
3356,-2.5
3357,-0.0
3358,-3.4375
3359,-5.9375
3360,-0.0
3361,-3.125
3362,-1.875
3363,-2.5
3364,-2.1875
3365,-1.875
3366,-2.5
3367,-1.875
3368,-0.0
3369,-1.25
3370,-4.6875
3371,-0.0
3372,-0.0
3373,-0.9375
3374,-2.5
3375,-0.0
3376,-5.3125
3377,-4.0625
3378,-4.0625
3379,-2.8125
3380,-3.125
3381,-0.0
3382,-2.8125
3383,-0.0
3384,-3.4375
3385,-3.4375
3386,-3.125
3387,-2.5
3388,-0.0
3389,-2.1875
3390,-3.75
3391,-8.125
3392,-0.0
3393,-2.5
3394,-6.25
3395,-9.0625
3396,-0.625
3397,-3.75
3398,-5.625
3399,-3.4375
3400,-1.5625
3401,-3.75
3402,-3.125
3403,-3.125
3404,-3.4375
3405,-2.8125
3406,-2.8125
3407,-2.5
3408,-4.6875
3409,-0.0
3410,-2.5
3411,-3.75
3412,-1.875
3413,-2.8125
3414,-3.125
3415,-3.75
